id;tokens;original;classe
797086164490612736;@realdonaldtrump hand lok big obama prety funy consid left mock guy w/baby;RT @STMCourt: @nypost ,@realDonaldTrump hands look bigger than Obama's, pretty funny😂, considering the left mocked #Trump as a guy w/baby h…;positive
796665344735805440;twit timelin ful suport facebok timelin ful suport utah;RT @masehealy: My twitter timeline is full of Hillary supporters and my Facebook timeline is full of trump supporters... LA vs. Utah 😂;positive
796923676126015488;protest talk revolutionuhm okayrea supos scar anyon bringiton;Protesters talking about a Revolution.....uhm okay?...really is that supposed to scare anyone? 😂😂😂 #2A #Trump #BringItOn;positive
797087497700470784;rotflol notmypresid notyourpresid neverwilbepresid byeby sey trumpriot;ROTFLOL......😂😂😂😂😂😂  #notmypresident #NotYourPresident #NeverWillBePresident #ByeBye #SeeYaLater #Trump #TrumpRiot https://t.co/Xaz1j06AP6;positive
796853983214260226;republ tre obam lik trash year;Republicans treated obama like trash all 8 years. 😂 https://t.co/8fVj7M4DF1;positive
796868053795475456;build wal wel build tunel;Trump you can build a wall and we'll just build a tunnel 😂;positive
796625027877793792;hat hes new breakfast mufin saus;RT @TheEmpireDiner: Love him or hate him he's in! And so is our new "Trump Tower" Breakfast muffin 😍   Sausage, egg,… https://t.co/qJc82fNj…;positive
796716524643893252;sia beyont gag ned protest concert front tow form whoruntheworld greatest bornthisway;Sia, Beyonce and Lady Gaga needs to have a protest concert in front of trump tower. #Formation #WhoRunTheWorld #Greatest and #BornThisWay 😂;positive
796866221341818882;bar ben day already fuck suport liv;RT @RhythmNationx: it's barely been 2 days and Trump is already fucking over his supporters. i'm living 😂;positive
796848340688400384;might lib spend money pair bal sho burn stant;You might be a liberal if you spend money on a pair of New Balance shoes and then burn them because of their stance on Trump. 😂;positive
796549048387964928;tomorow wak talk dif top anyth polit pleas;Tomorrow can we all wake up and talk about a different topic other then Trump or anything that has to do with politics. Please ? 😌;positive
796812584041283587;ye sum;RT @_EbonyyROSE: yes sum 😂 https://t.co/HtNaEjoXQ6;positive
796758818285830144;woho islam rad pan brotherhodhapy vict “disaster”;Woohoo 👍 ISLAMIST RADICALS In Panic Mode 😂😂 Muslim Brotherhood: #Trump victory a “disaster” https://t.co/7gWuTeGci0;positive
796812245262954496;nop lok lik real hit hes think wtf think gon fun watch;Nope. RT @screwthechew: Trump looks like reality just hit and and he's thinking, wtf was I thinking? 😂 This is gonna be fun to watch.;positive
796789869909540865;watch fac;Lemme watch FACING..😊 #Trump;positive
796633194137169920;lok democr protest election2016;RT @AltaRights: Oh look the democrats are protesting #TRUMP 😅 #Election2016 https://t.co/3uqjZ4qN7z;positive
796605992834207746;lmfao girl;RT @iam_dezziedoll: LMFAAAO the girl 😂 https://t.co/g3OxOEnach;positive
796557723777179648;show mad 2015;RT @KingGundeep: This show was made in 2015 😂 https://t.co/n90XDjAksh;positive
796862476855885824;prety fuckin much;RT @MixedKushQueen_: Pretty fuckin much.. 😂😂😂 https://t.co/HcD9m7Q4Ei;positive
796585512563867648;ap rac sex vot gen fuck stupid;RT @angelmstelly: Apparently we're all racist and sexist if you voted for trump. 😂 my generation is fucking stupid.;positive
796559901006921732;draintheswamp peoplehapy met sec treasury mnuchin form partn;Just for the #DrainTheSwamp people: Meet #Trump Sec Treasury Mnuchin, former Goldman Sachs partner. 😝… https://t.co/9VXZt66vGI;positive
796631451827662848;omg said thing yesterday saw snowflak screaming ned amb;@LeahRBoss OMG! I said the same thing yesterday. I saw a snowflake screaming that she needs an ambulance bc #Trump won. 😂😂😂;positive
796559813165588481;child wont chang anyth btw isnt chicago idiot;this is childish it won't change anything oh and btw this isn't Chicago it's New York idiots 😂 https://t.co/l95f0PJuGh;positive
796659275363926017;could sery watch day not_ get bor;I could seriously watch this for days and not get bored of it 😂 https://t.co/rQmkIkzuWk;positive
796655487609663488;por vad stol mus them awesom video;Poor Vader... Trump stole his music theme... awesome video 😂 https://t.co/OrOpSQJaBp;positive
796781924245180416;wont long med discus pos soft instead hard brexit;RT @DaveWinderUKIP: It wont be long before the media are discussing the possibility of Soft Trump instead of Hard Trump 😉 #trump #brexit;positive
796788676487512064;vot rac;RT @_bobharley_: Just because I voted for Trump I'm racist? 😂 https://t.co/YywlE2bfBj;positive
796782461606825984;quit interest hear speak explain met presid cnlive;Quite interesting to hear the speaker explain the meeting of president and Mr T on #CNNlive 😂 https://t.co/hcQqXBEoIa;positive
796786560654077952;kid get bash dont wan hear moron say shit;@kandirider and when the trump kids get bashed I don't wanna hear you morons say shit 😂;positive
796573479290011652;worst predict ev electionnight elections2016;RT @DhartiPeBhoj: The worst @Bing Prediction of the ever..😂  #Trump #ElectionNight  #Elections2016;positive
796774038370709504;tru;RT @thatboylije95: This is so true😂 https://t.co/kxE1TpRoVU;positive
796762812039176196;☔☄☄ simpl word wont cost fortun wil el peopl trumppresid busterthebox;RT @JomanaJojo2020: ☔🍃☄☄  🗣Simple words won't cost you a fortune but will elate people. 😊  🌟💫🌟💫🌟 #TrumpPresident #Trump #bustertheboxer #Se…;positive
796602704889925637;pop vot;my pops voted Gary 😂😂 https://t.co/cgfmarCGmC;positive
796565277966303232;outright ashol right horibledepl would trend lol ☝️☮️;And just outright Assholes right? #HorribleDeplorables would b trending LoL 😂  🇺🇸☝🏻️☮️👍🏻🇺🇸 https://t.co/yXKLSXFbut;positive
796827882966220801;charg dif term wil noth obam pardon;@LouDobbs @realDonaldTrump @peterschweizer if charges are differed to the #Trump term there will be nothing for Obama to pardon😈😈😈😈;positive
796553652932583424;rais spirit bit gon rak leav cle gar tom postelect themorningaft;This raised my spirits a bit, gonna rake leaves and clean the garage tomor 😉 #Postelection #TheMorningAfter     https://t.co/UusDT8dDYF;positive
796597177091063808;someon get girl rea think whol campaign wasnt built rac fear hat;Someone get your girl 😂 she really thinks this whole campaign wasn't built on racism, fear, and hate. https://t.co/YG037HlKe1;positive
796872301757116417;obam got fre hand ready slap get caught slip though;Obama got that free hand ready to slap his ass if he get caught slipping though 😂 @Meilaanii https://t.co/RFk6hLYvcg;positive
796803251832258561;wish man cam ear;Wish this mans came in earlier 😂😂 https://t.co/1RJ8myeGBX;positive
797113317944860672;tri nudg xenophob fulfil prom mov;😂 @LateRooms tried to nudge xenophobic @KTHopkins into fulfilling her promise of moving to the #US if #Trump won… https://t.co/F1MLjWm8qt;positive
796610132566081536;wild fox bcom wild clash tre trump victory@samar97189157;@mrsfunnybones @humasqureshi WHY HAVE #WILD FOXES BCOME SO WILD 2 #CLASH AGAINST D #TREES AFTER #TRUMP'S VICTORY?😂@samar97189157 @RanaAyyub;positive
796571511146614786;didnt real many peopl opin elect dont ev vot uselection2016;Didn't realise that so many people have opinions on the US election TRUMP, when they don't even go and vote in U.K. 😂 #USElection2016;positive
796882476362764288;btw 10% lik quot alway ign suport hand;@coolmcjazz Btw I 100% like this quote and always have but the ignorance of both Trump and Clinton supporters is out of hand 😂;positive
796518014564712448;on transpl paty wok anesthes said bad thing wok presid;One of my transplant patients just woke up from anesthesia & said "the only bad thing is when I woke up we had #Trump as President" 😂🙈;positive
796848391330336770;betw jilstein garyjohnson corupthil lost popul vot mil vot;@ihearidiots2 @Angel_Lucky13 @Change between #Trump #JillStein #GaryJohnson #CorruptHillary lost the popular vote by 4.7 Million votes. 😂😂😂;positive
796586134142750720;work med field obamac shit;No, but I work in the medical field and Obamacare is shit 😊 https://t.co/FTqDdJDIKT;positive
796882112473341952;bet yel window vot guy tok second long answ;@BarDownBax12 I bet they yelled in the window, "did you vote for trump" and this guy took 2 seconds too long to answer 😅;positive
796783245643939840;unfolow corny peopl suport don yal;RT @itsShaineyyDuhh: Had to unfollow any corny ass people and trump supports I'm done with y'all 😂;positive
796656216516816896;lib riot americ ye jok;Liberal #Riots for Her in #America 🇺🇸 And Yes - This is a Joke! 😂 https://t.co/WerZEWB7QW;positive
797158146582216705;/trumps refus met poroshenko due mas suport ukrain rus trumppr;RT @StormBringer15: 😂😂😂 / /#Trump's HQ has refused to meet #Poroshenko due to his massive support for #Clinton  #ukraine #russia #TrumpPres…;positive
796606680716943360;could actua many suport prov tim tim fact simply dont mat;@Arcanis_ I could, actually 😊 but as many Trump supporters have proven time and time again, facts simply don't matter.;positive
796822075705061376;mad stat let god tim broklynbridg;Before Mr #Trump made any statement about this, let's have a good time 😂 #brooklynBridge… https://t.co/cyODT3D0yw;positive
796844333114814464;exact thought;RT @MeTheLeader_1: Exactly 👇 what I thought 😂 https://t.co/2ifOCkbACG https://t.co/1yCuHZLvCJ;positive
796885431220666368;right wing act mod putin conspir def punjab elect kejriw;Now all the right wing activists Modi, Trump and Putin conspire to defeat me in Punjab elections 😂 #Kejriwal;positive
796749747600162822;think met betw obam going gre tun stream;@SamiaFOX10 I think the meeting between Trump and Obama is going to go great! I tuned in into your stream 😊;positive
796874687330615296;mad laugh loud play;Made me laugh out loud to play this!!😂😂😂 https://t.co/0qK2h1L1hN;positive
796875873920155648;thankgod tim refresh lok fac pre vic &amp;RT @nizmycuba: 😂 ThankGod 4 this time of refreshment🚿 Look at the faces with which the Pres, Vice &amp;positive
796867038241292288;exact head hair;Donald Trump and my Nanny have the same exact head of hair 😂;positive
796842916744482816;say twet could put fed watch list lmao gon hav put list;ppl saying this tweet could put u on the federal watch list lmao gonna hav to put me on that list boo 😘 https://t.co/xyYNzBXWB2;positive
796877682243997696;lmao real;😂 Lmao is this real https://t.co/YXgZQa6vs2;positive
796628390530859008;hold every prom no_ chant via;And you should hold him to every promise. He has no chance 😊#trump https://t.co/ScNGJVNhLS - via @abcnews;positive
796560820738080768;honest;Honestly 😂💀 https://t.co/Um1w8kqVNu;positive
796841908463083520;forc mak peac broth obam;When you are forced to make peace with your brother 😂😂 @BarackObama @POTUS @realDonaldTrump #Trump #Obama https://t.co/YdRKt84bhX;positive
796634217262313472;play rwnjs lik cheap violin lol exp admit schadenfreude vot;@Benjamin_7777 @patilyo21 @Benzo630 #trump played RWNJS like a cheap violin ! lol being an expat i  admit >> schadenfreude at his voters 😂;positive
796546208986787841;lik yal act lik form whit army hunt gay black peopl;Like y'all acting like trump is forming a all white army to go out and hunt down gays and black people 😂;positive
797137652239781888;lady view said plac berniesand cabinet cant mak stuf peopl;😂 lady on the view said that #Trump should place #BernieSanders and #HillaryClinton in his cabinet. You can't make this stuff up people.;positive
796754980401192960;textbok cas stand ground seat suporter/journalist train;😂Textbook case of standing your ground while seated. #Trump supporter/journalist Charles C. Johnson on a train https://t.co/7fDjgcYwzD;positive
796809896775675904;ahead vot 2020 godby hum right;@daniakhalifa_ @_michelada_ go ahead and vote trump in 2020. Say goodbye to your human rights 😊;positive
796901053434392577;lol goe supern;RT @oohbarista: LOL BFF goes "it's in #Trump" 😂😂 #Supernatural;positive
796880673986334726;that tok rus lik god work chil;And that's all it took for Russia to like us? 😂 good work trump! #chill;positive
796563748886609920;peac party want suport die;the "peaceful party" wants trump supporters and trump to all die 😂 https://t.co/BonPbUmvVh;positive
796574042018889729;shut fuck damn;Shut the fuck up damn 😂 https://t.co/QCrDDCgbA7;positive
797134808673615873;could consid light ev left nat right 1listopada marszniepodległośc;Donald #Trump could be considered very light, even leftist, for the Polish nationalist right. 😉 #11listopada #marszniepodległości;positive
796514183256870913;lost popul vot elect vot team;@demiweer2 @ohkaysiierraa he lost the popular vote ... he won by electoral votes 😂 but im team #trump;positive
796739019698802688;kick wont cost bil dol anym cost war us;Kicking that ass won't be costing 8 billion dollars anymore😁😁  it costs war 😂😂🇺🇸 #trump #USA #Whitehouse… https://t.co/7WvfNR28sK;positive
796775539532963840;friend remind neo-nazi suport deserv rot hel;Friendly reminder that Trump and his neo-Nazi supporters deserve to rot in hell 😊;positive
796518434733486080;hail chief makeamericagreatagain election2016;Hail to the Chief! https://t.co/DkJlc0IVDf #Trump #MakeAmericaGreatAgain #Election2016 😊;positive
796808224804466689;com twit everyth lik fudg im back playin video gam;I come on Twitter and everything is Trump this Trump that like fudge ima just go back to playin video games 😂;positive
796563424574668800;prep let gre;God was preparing me for now let's go be great #trump😂😂;positive
796883841138892800;forget man no_ chil;RT @W0RIDSTARFANS: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/JtZK8Ywrji;positive
796786134403584000;am presid lik tel dad hes not_ dad cam;If you are American, then he is your president 😂  Its like telling your dad he's not your dad, when you came from h… https://t.co/gzEJzJE0VM;positive
796888713271922688;fuck lik election2016 americ;Fucked like Donald Trump 😂🇺🇸🇺🇸🇺🇸 #DonaldTrump #Election2016 #Trump #America https://t.co/CD7bohQJUm;positive
797127039970983936;break idiot left lost colect mind nfl com fear domest viol uptick;🚨🚨🚨🚨#BREAKING🚨🚨🚨🚨 The idiot left has lost their collective minds!  #NFL Com Fears domestic violence uptick w #Trump😜 https://t.co/5asd5cdxaD;positive
797101668613509120;mustv mis memo us faux protest;RT @tamaraleighllc: Dang! @donlemon must've missed memo on using faux #Trump "protestor"😂 @realDonaldTrump @CNN @RealJamesWoods @ConstanceQ…;positive
796624631818055680;first in bankruptcy country renam gre stat americ mayb cant tim tho;#trump first initiative go for bankruptcy of the country & rename it Great states of America 😛 maybe can't do it 4 times tho;positive
796814934411575296;fuck lol;FUCKING LOL 😂 https://t.co/fR60WQzQiI;positive
796920645498052608;presid yet chump wil fac court fraud cas 1/28 say impeach;@VivaDelBoring @PhillyWeekly @smiley1085 not president yet. #trump chump will be facing court fraud case 11/28. Can you say impeachment? 🤔😂;positive
796656876356337664;hil pleaseto newstyleof mus amaz ihabamir trumppresid myvote2016 starwarsxleclerc;Hi🙋listen🎧 please🙏to a new🔥style👌of music🎵 amazing😍 ⏩https://t.co/R6UQLZJQQW #IhabAmir #Trump #TrumpPresident #myvote2016 #starwarsxleclerc;positive
796886858533838849;friend hisp sint suport mak rac doesnt peopl stupid;Most of my friends are Black and Hispanic but since I support Trump that makes me racist ? 🤔 this doesn't add up people are stupid 😂;positive
796575695539421185;mad crush whol team put shark tank on episod hed;@mcuban you mad trump crushed you and your whole team? They should put trump on the shark tank for one episode. He'd do the same. 😂;positive
796880026146742272;whit trash;WHITE TRASH 😂 https://t.co/ArCeCC3XKX;positive
796544334418104321;@existnature watch periscop gre morningkit jnew day electoralvot;.@ExistNNature Watch on #Periscope Great Morning!!!😜...Kita J...🙄#new day #electoralvote #trump… https://t.co/aXP3e5liKE;positive
796948490374901760;saud print decl disgrac swift backtrack scaredyc dopeyprint powerfulpot mag;Saudi prince who declared #Trump 'a disgrace' swiftly backtracks #ScaredyCat #DopeyPrince #PowerfulPOTUS #MAGA 😂😂😂 https://t.co/JzFuoi64AG;positive
796868821072183296;honest disapoint also lov celebr maj breakdown;I'll be honest, I'm disappointed that trump won but I'm also loving all these celebrities having major breakdowns because of it 😂   #Trump;positive
796592137320222721;didnt predict anyth cus rig govern already everyth plan;They didn't predict anything 😂 this is just Cus its all rigged and the government already has everything planned ou… https://t.co/bvU1pyBHK2;positive
797156311389585408;justsay rap kep com best mak sur tax dat;RT @DjSupremeUK: #justsaying some of these #rappers who keep coming at #trump best make sure there #Taxes are up to date 😂;positive
796861902613835776;man;This man. 😍 https://t.co/pA4mDUUQ4Q;positive
796899720723505153;ahah swet vid lok lik everyday lol;Ahaha ohh how sweet it is!! @Rambobiggs your vids are looking more and more like @PrisonPlanet everyday! Lol 😜 https://t.co/mB5kn7Foag;positive
796800582061322240;ctfu real twit;RT @Im_So_RPB: Ctfuu she too real for twitter 😂 https://t.co/anCWX16cIF;positive
796781213595893760;mason peopl pro nicest peopl met ar rac anyth shit build gun lastnight;Masons people were pro trump and they are the nicest people u can meet they arent racist or anything shit we were building guns lastnight 😂;positive
796677120407781376;protest acro americ hold peopl ban peopl elect moron;Protestors against #Trump across America holding 'Power to the people' banners. The people just elected him morons 😂😂;positive
796845031499960320;thieverycorp say giv chant;#ThieveryCorporation says give #Trump a chance🇺🇸😜 https://t.co/7mqnnC5E2C;positive
796796878520205312;trumptrain mag trumpence16 neverhil funy;RT @AIllinoi: #trumptrain #maga #trumppence16 #neverhillary  So funny 😂 https://t.co/NLGUANDgif;positive
796879431960850432;hmgodluck;Hmmm...goodluck with that 😊 https://t.co/DOpRkFHMB0;positive
796757890723938304;troph first lady;The trophy first lady 😂 #trump;positive
797073877478182914;air think antichr trumpriot trumppresid;Hands in the air if you think Trump is the Antichrist 😈 #TrumpRiot #TRUMP #TrumpPresident;positive
796560812085112833;trebl brexit would paid £125m mad;RT @willolfc78: A £5 treble on Leicester, Brexit and Trump would of paid £12.5m 😂 mad that;positive
796601298632249344;protest peopl upset cant ev today jok elect hap on sid win on los protest;😂 at these protests and people so upset they "Can't even" today! Wat à joke! Elections happen. One side wins, one looses! #Trump #protests;positive
796549108299337728;s/o boy year handl thanksobam roast twet get blam shit thankstrump;S/O to that boy @POTUS for 8 years of handling #ThanksObama roast and tweets and such, now we get to blame Trump n' shit 😂 #ThanksTrump;positive
796800014261456896;mam mad went protest last night didnt tak;Mama was so mad I went to the Donald trump protest last night and didn't take her with me 😂;positive
796852292741976064;til bron cav win champ gon run hous;Wait till bron and cavs win the championship and they gonna run up on trump in the White House 😂;positive
796780220032421888;mis dem list lov wok art;RT @shadydemifacts: missed Demi Lovato on this list but love all these woke artist 😉 https://t.co/Q9MtIHz5qU;positive
796548198114492416;lmfao;Lmfao 😂 https://t.co/VrVUK7jAa0;positive
796779546448166912;abl think rationa critica temp tantrum many didnt ev vot;And their ability to think rationally and critically.  These are temper tantrums, many didn't even vote!! 😂 https://t.co/87skNy2phQ;positive
796677395184922624;ruin country frekrysy trend hah lov loy fan let;Trump is about to ruin our country, and #FreeKryssie is trending! 😂 Haha I love us loyal BB fans! Now let's… https://t.co/jKH5A9ylbd;positive
796713245532778496;not_ don lol peopl block fwy wok tag wal block say smh;@EricxChacon it is not done 😊 ! Lol you have people blocking fwys here in LA and I woke up to tagged wall on my block saying F trump 👏🏼 smh;positive
796569975498690560;rememb freshm year said run presid may chant win;I remember freshman year @TannerM_11 said that Trump should run for president and that he may have a chance at winning 😂;positive
796538127447953408;bruh nickiminas electionnight edgeof17 electionhangov notmypresid;Bruh who did this 😂😂 #NickiMinaj #ElectionNight #edgeof17 #Trump #ElectionHangover #notmypresident https://t.co/ODo7nf4mhb;positive
796735694874050560;cant wait hear wil say cutingedg;RT @Irishbiltong: Can't wait to hear what @tommedian will have to say about #Trump 😂  @NorahCasey, @Tommedian @NiamhHoran  #CuttingEdge @RT…;positive
796621333941526529;mak hapy win presid electionssingingsingh 19th ticket;RT @mirchilivedelhi: What makes #TRUMP happier than winning presidential elections?#SingingSinghs!!! 😂 See you on the 19th! Tickets on @Pay…;positive
796816269924302848;polit got stil mad jok lol chang much;@lclayton_ this was about the most political I got! And still made a joke lol I have changed that much 😊 https://t.co/1r7uhe9zs3;positive
796856103539802112;everyon talk real lik theyv met know person level unl wif family- shut;Everyone talking about the "real" Trump like they've met him and know him on a personal level. Unless your his wife or family- shut up 😂;positive
797095090363781120;blam anyon anyth day facebok mean twit brexit;We blame anyone & anything these days ! Even #Facebook for #Trump does that mean #Twitter for #brexit 😂😂😂😂😂😂;positive
796952124147961856;caus fuck suport hes not_ presid lol hes fac no_ on car;https://t.co/NQ2ntnvocV cause fuck trump and his supporters 😌 Hes not president lol he's just a face no one cares about #TRUMP;positive
796873433472585728;learn hist;RT @Sexandrosesx__: When u learn history. 😂 https://t.co/XVaUj7DcO3;positive
796662011966803968;repost nicrowof ・・・ oitnb obam election2016;#Repost nicrow.official ・・・ 😂😂😂 #oitnb #obama #trump #election2016 https://t.co/3BTwJBLT8f;positive
796672609169657856;(neither wil stop me) spend night wait oth rid aid;When I'll go to LA (neither Trump will stop me) I'll spend nights waiting for Ryan and the others at Ride Aid 😂;positive
796641983058051072;video explain what hap lol;this video explain what's happened with #trump and #Clinton looool 😂    https://t.co/yhCtzbEyvK;positive
796923762482483201;cal obam god man 90-min met today republ dont know point;#Trump calls Obama "a very good man" after 90-min meeting today. #Republicans , you don't know up from down at this point, do you? 😂;positive
796917659203993601;forgot col 190s;Forgot how cool #trump was in the 1990s 🙌🏻😂 https://t.co/FK8vuELAv5;positive
796853203094491136;ye doesnt mean want rap presid unl kany kanye2020;Yeaaaa but that doesn't mean I want a rapper to be the president 😅 Unless it's Kanye #Kanye2020 https://t.co/PNwkqSOXpa;positive
796713554107891712;med left cri lik lefty;The more the media and the left cries the more I like Trump.. you did this lefty's 😂;positive
796811303885176832;straight;😅 straight. https://t.co/oXZYtl2gPH;positive
796636281790873600;mom jean pot phew cupcak pis moveonin5words;RT @WAGNERGIRLE: Ohhhhh....   and No more mom jeans for POTUS, phew! 😂 #TRUMP   And #CUPCAKENATION is pissed. #MoveOnIn5Words;positive
796680190915215360;hil pleaseto newstyleof mus amaz ihabamir trumppresid myvote2016;RT @manalo_49: Hi🙋listen🎧 please🙏to a new🔥style👌of music🎵 amazing😍 ⏩https://t.co/R6UQLZJQQW #IhabAmir #Trump #TrumpPresident #myvote2016 #s…;positive
796815261693308928;elect destroy americ promo;This Trump Election is destroying America and #Joanne promo 😂 @ladygaga;positive
796790811589570560;vot no_ surpr;and he voted trump, no surprise there 😂;positive
796654390077755392;itl yo stop hear giv litl peopl wil find someth els tal;It'll be a while before you'll stop hearing about him 😅 Give it a little and people will find something else to tal… https://t.co/tQH1bVeVB3;positive
796751825315762177;ble americ trumppresid trumpprotest;God bless #America 🇺🇸 #TrumpPresident #TrumpProtest #Trump 😂 https://t.co/IAPTZn2rdx;positive
797133118834614272;lif valu neg know wil;My Life - Market Value 'Negative' but I know I will 'Win' with Trump Card 😁 #Trump @realDonaldTrump;positive
796639059242139648;lok lik congr mukt abhiy suc wel uselection2016 election2016;Looks like Congress Mukta abhiyan succeeded in US as well 😂 #USElection2016 #TRUMP #Election2016;positive
796566980044222464;ev mak shap dildo us show litera get fuck;@Jayda_Diamonde if they ever make a trump shaped dildo can u use it in ur show and literally get fucked in the ass by him? 😜;positive
796617617205329920;let saf yo pent tak car;Let's see how safe you'll be when pence takes care of you 😌 https://t.co/rJh797cCNz;positive
