id;tokens;original;classe
796515649245720576;crepy kil clown ask forest would electionday electionhangov;If a creepy killer clown asked me to go into the forest, I would just go. #trump #electionday #ElectionHangover 😖;negative
796515750215184384;on election2016;RT @FootballFunnys: Best one 😂😂😂😂 #Election2016 #Trump https://t.co/AkOsb0XNGu;positive
796515799896760320;today sad day specia mexico ricardocavolo mexico muro wal ilust art;RT @RicardoCavolo: Today is a sad day specially for Mexico 🔥😓🔥 #ricardocavolo #mexico #muro #wall #trump #illustation #art https://t.co/Ra7…;negative
796516023243575296;maj sad result lol pot damn timewiltel;@MarkRuffalo  In the UK I'm majorly saddened by this result #Trump = #POTUS  Damn. 😔#timewilltell;negative
796516017094660096;bring obam back;RT @commoniero: Just bring Obama back 😞 #Trump;negative
796516365653815296;lov seing cry hah;@MileyCyrus I love seeing you cry haha!!!😂😂😂🇺🇸🇺🇸🇺🇸 #Trump;positive
796516445144367104;smil pos lgbt flag coupl day ago raly yet hes homophob straw man argu much;#Trump smiled and posed with an #LGBT flag a couple days ago at a rally and yet he's homophobic. The straw man arguments are too much 😂;positive
796516421652070401;learn egypt eq el_sisi on presidenttrump;Learn from egypt 😂😂😂 #Trump equal El_sisi One End   #PresidentTrump https://t.co/P5e0juQvwC;positive
796516407202693124;por barontrump bed presidenttrump;RT @J_KnightNY: Poor #BarronTrump. He should be in bed 😴 #trump #PresidentTrump;negative
796516384884789248;gif election2016;RT @messi10stats: What a gif 😂😂😂😂 #Election2016 #Trump https://t.co/UF2xNWwsbs;positive
796516721955770368;plac giv peac respect… sigoenshock;This place has to give peace and respect…😢  #TRUMP #SigoEnShock https://t.co/VoKtMeGwal;negative
796516806638743552;sark remind bih elect on want yet win wond democr work;#TRUMP Sarkar reminds me of Bihar election... No one wanted him yet he wins... I wonder how democracy work... 😕😕😕;negative
796516797046542336;breakinghapy cold interupt raly electionday;RT @Sporf: BREAKING: Stone Cold interrupts the Donald Trump rally. 😂 #ElectionDay (📽 @thrillis4) https://t.co/zJZAmoHlNY;positive
796516904336760832;gif election2016;RT @messi10stats: What a gif 😂😂😂😂 #Election2016 #Trump https://t.co/UF2xNWwsbs;positive
796516886577938432;kno_w first twet want say world going end;I know this is my first tweet but all I want to say is the world is going to end #TRUMP 😵😵;negative
796516869477961728;almost fastandfury;Almost had me? 😂😂 #fastandfurious #trump https://t.co/jxksEeaPSJ;positive
796517002542256128;win elect manequichaleng electionday;RT @Itz_Konani: When Trump wins the election 😂😂😂 #mannequichallenge #ElectionDay https://t.co/fXKDCVo1Dl;positive
796516970833256449;omg orang definit new black obam wil gre mis w/…;@JuttaBeck1 @MichaelTrucco #Trump😭😭😭😭😭😭 OMG! Orange is definitely  new black!! #Obama you will be greatly missed w/… https://t.co/VwN2dYEvGY;negative
796517070859026432;lik laston dead;Trump be like!!!! #lastone #dead #trump 😂😭😂🇺🇸 https://t.co/JyJwMfkYFy;negative
796517160952754176;sit 20th yal fel typ way send gumy whiteh;when #Trump sits in Jan 20th & yall feel some type of way - send him some of these gummies to the #whitehouse 😂😂 https://t.co/uQV8mjc2z4;positive
796517240845848576;win tonight gon send zam zam wat pur soul muslimsfortrump electionday;RT @MalikVILLE2: If Donald Trump wins tonight, I'ma gonna send him ZAM ZAM water to purify his soul 😂😂😂😂😂  #MuslimsForTrump #ElectionDay;positive
796517291370418178;pst presidenttrump;Psst....  #Trump won!  #PresidentTrump  😉;positive
796517569138028544;damn suport sal;Damn these Hillary supporters are salty. 😂😂😂 #TRUMP https://t.co/rmoJZlqZLU;positive
796517693188882432;wouldv thought elect fuckfac clownstick presidentelecttrump us americ;Who would've thought it?! The US elected FuckFace Von Clownstick! 😂 #Trump #PresidentElectTrump #USA #America 🇺🇸 https://t.co/UGDW5BHcyF;positive
796517749090643969;cono_rmcgregor tel donaldtrump kiledm polit hil funy;RT @afowler06: #conormcgregor tells #donaldtrump just how it is 😂😂 #killedme #politics #hilarious #funny #trump https://t.co/2mGZsjyA2O;positive
796517939721576448;ooh hap;RT @NicolaAdamsMBE: Ooooohhh so this is how it happened #Trump 😳 https://t.co/1aYvnOvpT8;negative
796517935271399424;damn suport sal;RT @Cajun_Conserv: Damn these Hillary supporters are salty. 😂😂😂 #TRUMP https://t.co/rmoJZlqZLU;positive
796517930687033344;hapy day ❤️❤️ mag;RT @reagan6_: oh happy day 😍😍❤️❤️🙏🇺🇸👏🏼👏🏼 #MAGA #TRUMP;positive
796517922202144773;historica last hour world two bigest democr turn *from black white* blackmo…;RT @thebobbydeoll: Historically, In the last 24 hours,  the worlds two biggest democracies turned  *from black to white*😜😜  #Trump #BlackMo…;positive
796518014564712448;on transpl paty wok anesthes said "the bad thing wok president";One of my transplant patients just woke up from anesthesia & said "the only bad thing is when I woke up we had #Trump as President" 😂🙈;positive
796518013814108160;lmao yal play much trumppresid;LMAO!! Y'all play too much 😂😂😂😂 #TrumpPresidente https://t.co/xwdiZqDcnG;positive
796518100824821760;folishn get fol hilaryclinton us donaldtrump drake…;The foolishness just gets more foolish 😩😩😩😂😂😂 #Trump #hillaryclinton #USA #donaldtrump #drake… https://t.co/Aq6ua5dsz6;negative
796518072538583041;mientra tanto electionday lary lary;Mientras tanto #ElectionDay   Hillary Lary Lary E, Trump Trump Trump  🎶🎶😂😂😂;positive
796518244999827456;lov celeb prom leav elect enjoy mag electionday;RT @Miami4Trump: These Lovely Celebs Promised To Leave If Trump Was Elected. Enjoy Them Canada. 😂 #MAGA  #ElectionDay https://t.co/DqbxQskq…;positive
796518223847882752;gif election2016;RT @messi10stats: What a gif 😂😂😂😂 #Election2016 #Trump https://t.co/UF2xNWwsbs;positive
796518260602703873;also talk;Is he also talking about #Trump?😅🙈 https://t.co/RcSUbQJFQs;positive
796518379775557633;therealdonaldtrump lib thank trumpwin republ;@realDonaldTrump #TheRealDonaldTrump #liberated thank you Donald Trump 😁#trumpwins #trump #Republicans;positive
796518333650796544;comgrat msm pis away last shred cred stop didnt ev work;RT @EvillySexyBitch: 😂 COMGRATULATIONS #MSM! You PISSED AWAY the LAST SHRED of CREDIBILITY to STOP #Trump and It DIDN'T EVEN WORK! 😄   http…;positive
796518434733486080;hail chief makeamericagreatagain election2016;Hail to the Chief! https://t.co/DkJlc0IVDf #Trump #MakeAmericaGreatAgain #Election2016 😊;positive
796518428387512320;tump mem endl trumpwin trump2016 fucktrump trumpocalyps;The #tump #memes are endless   #trumpwins #Trump2016 #trump #fucktrump   😂😂😂😂#Trumpocalypse https://t.co/Sbf0yp5ELe;positive
796518421395636224;lmao yal palyin much trumppresid;LMAO!!! Y'all palyin' too much 😂😂😂😂 #TrumpPresidente https://t.co/1eE4SnK6ve;positive
796518504937590784;thisyearimthankfulf becom presid kid fuck;#ThisYearImThankfulFor #Trump becoming #president ! 😍😍😍 Just kidding we're fucked.😱😭😭😔🔫;negative
796518807741329408;gif election2016;RT @messi10stats: What a gif 😂😂😂😂 #Election2016 #Trump https://t.co/UF2xNWwsbs;positive
796518840939053056;on election2016;RT @FootballFunnys: Best one 😂😂😂😂 #Election2016 #Trump https://t.co/AkOsb0XNGu;positive
796518818042576896;suport scold no_n suport quit belyachin wev list no_n stop;RT @cristinapalumbo: #Trump supporters scolding the non supporters to quit our bellyachin'. HA! 😂 we've had to listen to you non stop for 8…;positive
796518915207741440;gif election2016;RT @messi10stats: What a gif 😂😂😂😂 #Election2016 #Trump https://t.co/UF2xNWwsbs;positive
796519038838915072;next season celebr apr wil apoint cabinet morn electionnight trumppresid;In the next season  of Celebrity Apprentice, Donald Trump will appoint the US Cabinet! 😱 Good Morning. #Trump #ElectionNight #TrumpPresident;negative
796519034598682624;gif election2016;RT @messi10stats: What a gif 😂😂😂😂 #Election2016 #Trump https://t.co/UF2xNWwsbs;positive
796519222385975296;win elect manequichaleng electionday;RT @Itz_Konani: When Trump wins the election 😂😂😂 #mannequichallenge #ElectionDay https://t.co/fXKDCVo1Dl;positive
796519320885100544;@moeinteractive periscopehapy protest liv protest;.@moeinteractive on #Periscope: Trump Tower Protest LIVE 🇺🇸🚨 https://t.co/6c9QFMtdG4 #protest #trump 😳;negative
796519276949700608;‍♂️somebody lok found suport;😱💁🏽‍♂️Somebody look @ this, I found a #trump supporter😤😡 https://t.co/uUyBIAkbi8;negative
796519254141112322;ooh hap;RT @NicolaAdamsMBE: Ooooohhh so this is how it happened #Trump 😳 https://t.co/1aYvnOvpT8;negative
796519435611869184;win elect manequichaleng electionday;RT @Itz_Konani: When Trump wins the election 😂😂😂 #mannequichallenge #ElectionDay https://t.co/fXKDCVo1Dl;positive
796519394411184128;ita us fox nbc election2016 oldfamy modernfamy ita lgbt;To Italy with Love 🇮🇹😂😊😘#trump #usa #fox #bbc #nbc #cnn #election2016 #oldfamily #ModernFamily #italy #lgbt https://t.co/LXIyi7u9wq;positive
796519541761343488;"oranges expir dates" discus rom;"Oranges have expiration dates" Discussing #trump with the roomie 😂😂;positive
796519603908263937;fact hasnt ben presid hour already got anti-trump raly going kind mak fel litl bad;The fact that #Trump hasn't been president for 24 hours and they already got anti-trump rally's going on. Kinda makes me feel a little bad 😂;positive
796519707075493888;sur hop tak step protect canada nat resourc real wat com omg;@JustinTrudeau I sure hope you are taking steps to protect canada's natural resources...  once #TRUMP realizes where water comes from omg😱;negative
796519704361922561;meanwhil top new tobleron triangl electionday;RT @UlrichJvV: Meanwhile, top news in the UK... 😂😭  #Toblerone triangle trump #ElectionDay https://t.co/GOwW6FQOo9;negative
796519680840077312;fel lik ton lift back obam leav pra donetrump president❤️;Feel like a ton has lifted off our Backs with Obama leaving! Praise God For All He has Done!!!#Trump Our President!❤️😬🇺🇸🇸🇻👍🏼;negative
796519807256563713;could wors could presid justsay itcouldbewors;@jacicakess could be worse! You could have #Trump as a president! #JustSaying! 😂😂😂 #ItCouldBeWorse!;positive
796519790458372096;wouldnt surpr unit ready send irsh trop us peacekep duty americanelect;Wouldn't surprise me if the United Nations are ready to send Irsh troops to the USA for peacekeeping duties. 😂 #UN #Trump #AmericanElection;positive
796519778370211840;gif election2016;RT @messi10stats: What a gif 😂😂😂😂 #Election2016 #Trump https://t.co/UF2xNWwsbs;positive
796519758883590144;am cry baby elect trumpocalyps fast seat belt bent kis god bye trumppresid;Why are Americans crying baby?? YOU elected #Trumpocalypse 😆 Fasten your seat belts, bent down and kiss your ass good bye 😆 #TrumpPresidente;positive
796519740571193344;litera hat everyon person opin elect tak pusy stfu;Literally just hate everyone & their personal opinion on the election. It's over with. Take it by the pussy & stfu. #trump 😂;positive
796519858586329088;yal got back work no_w lmao;Y'all ass gotta go back to work now lmao 😂😂😂 #trump;positive
796519846100041728;gif election2016;RT @messi10stats: What a gif 😂😂😂😂 #Election2016 #Trump https://t.co/UF2xNWwsbs;positive
796519820888047618;big paid protest outsid glosy profesiona mad sign chant black liv mat;Big paid #Trump protest outside Trump Tower.... Nice glossy professionally made signs. Why are they chanting black lives matter? 😂;positive
796520012840247296;stil fel scar sad kno_wing presid;I still feel scared and sad knowing #TRUMP is president 😨;negative
