id;tokens;original;classe
796546737661874176;lok berny fac yal cry fuck fuck americ;RT @sacredsmoak: LOOK AT BERNIE'S FACE YALL IM CRYING 😫 FUCK DONALD TRUMP AND FUCK AMERICA https://t.co/oYRSdCcz0Q;negative
796546742867132416;forget man no_ chil;RT @W0RLDSTARC0MEDY: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/278Qnnl5cd;positive
796546762513252352;sign petit recount new elect;@docrocktex26 @rimonima @HuffPostWomen https://t.co/2spWWy32EL sign petition to do a recount and a new election 😃;positive
796546769102536704;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive
796546773586243585;forget man no_ chil;RT @WorIdStarComedy: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/JThxDVwYI4;positive
796546779386970112;every trumpprotest anoth vot conserv 2018 2020 giv pow;RT @nestormotojr: Every #TrumpProtest is another vote for conservatives in 2018 and Trump in 2020. You are giving us more and more power! 😈…;positive
796546810949025792;forget man no_ chil;RT @KypreeSoFunny: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/di2i1g7w4U;positive
796546813239164928;every trumpprotest anoth vot conserv 2018 2020 giv pow;RT @nestormotojr: Every #TrumpProtest is another vote for conservatives in 2018 and Trump in 2020. You are giving us more and more power! 😈…;positive
796546815244038144;mav told sist glad presid presid us obam;Mav just told my sister he was glad Donald trump was our president and our president used to be Rocky Obama 😂;positive
796546818142273536;forget man no_ chil;RT @PeopleRuin: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/2a4OOU35aW;positive
796546822651060224;win;How did Trump win 😭 https://t.co/c5s1Jx2jse;negative
796546834202292224;hapy trumppresid win hop wil stop dol pak congrtz;RT @Fayazbandiwall: As a Muslim am happy that #TrumpPresident win and hope he will stop there dollars to Pakistan 😂 #congrtz #trump;positive
796546836957921280;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive
796546838144884736;con say election2016 isnt fan (via;RT @Oddschanger: Conor McGregor has his say on the #Election2016 and isn't a fan of Trump! 😂 (via @BoyleSports) https://t.co/Mgp40doGgg;positive
796546845459775488;por bily los job short bus rid get elect presid disgust;RT @erikavanolphen: Poor Billy Bush loses his job w @nbc for that short bus ride and Donald Trump gets elected president!! #disgusting 😩 @s…;negative
796546847049449473;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive
796546849696075776;ding ding ding;Ding ding ding 😂 https://t.co/GpipJcVAwx;positive
796546862484439041;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive
796546894281383936;dont deserv wtf amaz dont ev forget heat omg;YOU DONT DESERVE THIS WTF 😭 U ARE AMAZING DONT EVER FORGET THAT! IM SO HEATED RN OMG https://t.co/3FJIjydtnt;negative
796546898907627520;rav chandl today;ME RAVEN AND CHANDLER TODAY 😂 https://t.co/nYbrnl6z82;positive
796546909817053184;would react triumph lol;RT @CevansOfficial: This would be the reaction of Marvel and DC to the triumph of Donald Trump! 😝 #lol https://t.co/zDYzSfXvl9;positive
796546916842610688;nah presid fuck speak mind speak min lov everyon said;RT @Domislive: Nah 😂 My President Donald Fucking Trump speaks his mind and ill speak mine, I love everyone, but what I said was fa… ;positive
796546917710893056;got say it- work lot elections- lost many on shak cor nev dream would;Got to say it- am 52 and worked a lot of elections- lost many of them... this one shakes me to the core. Never dreamed it would be Trump. 😖;negative
796546933015924736;new presid get peopl say forg forget;Trump is our new president get over it people 😂 it says in the Bible too" forgive and forget";positive
796546957384658950;invit facebok friend unfolow suport caus big argu stil dont understand;I invited my facebook friends to unfollow me if they support Trump and all it did was cause a big argument that I still don't understand 😂;positive
796546963776962560;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive
796546967832788992;sud asham stat lov hat lov mat;And I'm suddenly ashamed of my state. 😭 LOVE NOT HATE!!!!!!!!!!! LOVE MATTERS https://t.co/QgeO4MoQxC;negative
796546998371577856;every trumpprotest anoth vot conserv 2018 2020 giv pow;RT @nestormotojr: Every #TrumpProtest is another vote for conservatives in 2018 and Trump in 2020. You are giving us more and more power! 😈…;positive
796546998488932352;gon fin rememb overeact fuckdonaldtrump notmypresid;But "we're gonna be fine". Remember "we're overreacting" 😒 #FuckDonaldTrump #NotMyPresident https://t.co/QZOSUNrbci;negative
796547001089306625;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive
796547003622760448;excit heal ins pharmaceut prosp;@washingtonpost I am SO excited about health insurers and pharmaceuticals prospering under Trump! 😬;negative
796547012518940672;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive
796547017757655040;nawaz sar haf say pak becom gr8 country shift;RT @INirajVerma: Nawaz, Raheel sarif and Hafiz sayeed now Pakistan become is such a gr8 country too to shift 😊 https://t.co/MEo79970gg;positive
796547037617602560;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive
796547039949529088;hap trump term of tok peopl ned know qtna;RT @DocMcJohnson: @sWooZ1e Did this happen before Trump's term in office took you from us?! The people need to know. #QTNA 😂 https://t.co/c…;positive
796547041954504704;forget man no_ chil;RT @WorIdStarComedy: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/JThxDVwYI4;positive
796547063823691776;lik said want answ;RT @_Knox66: Like I said I want answers 😂 @TheSimpsons @TheIlluminaati https://t.co/jyuKWVggvK;positive
796547064310206464;tak away bir control;He taking away birth control??? 😩 https://t.co/KlJmPS5382;negative
796547065375404032;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive
796547099336658945;mom dad deb dutert trumphapy who bet dutertet shud lucky on rea shud;Mom and dad Debate for the Day is "Duterte vs. Trump: Who's better" ? I go for Dutertets. We shud be luckier one. We really shud be. 😂;positive
796547100762931201;every trumpprotest anoth vot conserv 2018 2020 giv pow;RT @nestormotojr: Every #TrumpProtest is another vote for conservatives in 2018 and Trump in 2020. You are giving us more and more power! 😈…;positive
796547114910318592;wow lif must suck stereotyp tim mom sil pleas;Wow your life must suck.  Being stereotyped all the time and all 😔  Moment of silence please https://t.co/QNehREZYgK;negative
796547124683010048;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive
796547125584809984;kentucky stil mak sad city louisvil lexington;@RayaWasHere Kentucky is still trump and it makes me sad because only 2 city's there were Clinton Louisville and Lexington 😭;negative
796547145134379008;funy yal bitch tel peopl leav someth yal stol begin bitch blodlin;RT @slay4yonce: It's funny how y'all bitches telling people to leave something y'all stole to begin with 😴 bitch your bloodline is… ;negative
796547147105783808;lok berny fac yal cry fuck fuck americ;RT @sacredsmoak: LOOK AT BERNIE'S FACE YALL IM CRYING 😫 FUCK DONALD TRUMP AND FUCK AMERICA https://t.co/oYRSdCcz0Q;negative
796547152084246528;shut dumba eight head;Shut your dumbass up with that Eight head of yours 😴 https://t.co/yGpXWDPsDk;negative
796547158954668032;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive
796547159445434368;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive
796547163048280068;wouldnt know real world spit fac hand out fre priz train;@spcruz1960  you wouldn't know the real world if it spit in your face. It's all about hand outs and free prizes to you. TRUMP TRAIN 😍;positive
796547186502860800;idc obam alway wil;Idc if its Donald trump , Obama , or Thomas Jefferson 😂 Jesus is and always will be King;positive
796547187836649472;step-sister told dad vot hes ben mad day would nev vot;My step-sister told my dad that I voted for Trump and he's been mad at me all day. TF I WOULD NEVER VOTE FOR HIM 😤;negative
796547203888250880;first tim talk dad lik month say basica shut cant list suport anym;first time talking to dad in like 2 months and all I had to say was basically "shut up"   can't listen to his trump support anymore 😅;positive
796547218035605506;;Norm!! 😂 https://t.co/1IQksc7r5U;positive
796547231348297728;forget man no_ chil;RT @WorIdStarComedy: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/JThxDVwYI4;positive
796547250491129856;;RT @gigihyl: On the 💰 😂 https://t.co/kQAw9Sf7Xh;positive
796547252684726272;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive
796547254827958272;also wan thank yal rea yal best presid maga3x;RT @Biggest_Mikey: I also wanna thank @gogreen18 and @tyleroakley y'all really did yalls best and now we have a #Trump presidency 😁 #MAGA3X;positive
796547258032541696;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive
796547263917125632;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive
796547303376990208;chang word tota tru ind vert;RT @kapsology: Just changed 2 words and it's totally true for our Indian version of Trump 😂 https://t.co/ws09lXdg4m;positive
796547318803595264;mom dad deb dutert trumphapy who bet dutertet shud lucky on rea shud;Mom and dad Debate for the Day is "Duterte vs. Trump: Who's better" ? I go for Dutertets. We shud be the luckier one. We really shud be. 😂;positive
796547323048456193;got latin cowork vot wasnt whit peopl let get clear;I got some Latina and Black coworkers who voted for trump 😴 it wasn't all white people let's get that cleared up rn!;negative
796547324268965888;rac lab direct bring shit pie work skip around lab not_ eat pie;So Trump won and our racist ass lab director bringing shit pies to work and skipping around the lab. I did not eat that pie. 😒;negative
796547330434441216;first win peopl ad dream;First Trump wins and now people our adding me on sc this has to be a dream 😞;negative
796547345932390400;forget man gary johnson chil;RT @WORLDSTARVlNE: FORGET TRUMP AND HILLARY, THIS MAN GARY JOHNSON HAS NO CHILL 😂 https://t.co/xTem6busaH;positive
796547359727611904;sign petit recount new elect;@WindowsXPmemes @IneffableCosmos @vine https://t.co/2spWWy32EL sign petition to do a recount and a new election 😃;positive
796547379575005185;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive
796547381789597696;extend famy suport famy rea lov heartbreak;i have extended family that supports trump, family that i really love, and it's just heartbreaking 😞;negative
796547382410416128;yal talk kil nig wors hey yal;and y'all talking about some kill trump 😭 the nigga after him worse but hey. do y'all. https://t.co/lVdjR2HD1g;negative
796547423220830208;fuck fuck;Jesus fucking fuck 😦 https://t.co/K49fDddMMA;negative
796547429441175552;forget man no_ chil;RT @PeopleRuin: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/2a4OOU35aW;positive
796547438806843393;forget man no_ chil;RT @BlackPplTweet: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/z4ut8i6KjG;positive
796547438920265729;every trumpprotest anoth vot conserv 2018 2020 giv pow;RT @nestormotojr: Every #TrumpProtest is another vote for conservatives in 2018 and Trump in 2020. You are giving us more and more power! 😈…;positive
796547443391275008;every trumpprotest anoth vot conserv 2018 2020 giv pow;RT @nestormotojr: Every #TrumpProtest is another vote for conservatives in 2018 and Trump in 2020. You are giving us more and more power! 😈…;positive
796547443445866496;fuck wit man man;If he do then I fuck wit mane man😂👌 https://t.co/bFkoWm3HQg;positive
796547454921490433;every trumpprotest anoth vot conserv 2018 2020 giv pow;RT @nestormotojr: Every #TrumpProtest is another vote for conservatives in 2018 and Trump in 2020. You are giving us more and more power! 😈…;positive
796547458289565699;every trumpprotest anoth vot conserv 2018 2020 giv pow;RT @nestormotojr: Every #TrumpProtest is another vote for conservatives in 2018 and Trump in 2020. You are giving us more and more power! 😈…;positive
796547470948007941;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive
796547504489824257;every trumpprotest anoth vot conserv 2018 2020 giv pow;RT @nestormotojr: Every #TrumpProtest is another vote for conservatives in 2018 and Trump in 2020. You are giving us more and more power! 😈…;positive
796547505030885376;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive
796547523838115841;litera vot mow damn lawn back unseason chick yal fin;RT @ohthatashleyy: Literally if you voted for Trump, mow your own damn lawns and go back to unseasoned chicken. Y'all are finished here. 😒;negative
796547525989658624;would react triumph lol;RT @CevansOfficial: This would be the reaction of Marvel and DC to the triumph of Donald Trump! 😝 #lol https://t.co/zDYzSfXvl9;positive
796547538715185152;boycot red statesyou know on tak pay system yeah on;😂I just boycott all red states...you know, the ones who take more than they pay into the system. Yeah, the one that… https://t.co/nvtYLk0yEz;positive
796547540762198016;forget man no_ chil;RT @WorIdStarComedy: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/JThxDVwYI4;positive
796547542871851008;shouldv don anyway;Should've done it anyways 😴 https://t.co/10mBZVAuqC;negative
796547552841728000;lmao profes today;Lmao both of my professors today 😂 https://t.co/citdGrjvbD;positive
796547565831553024;every trumpprotest anoth vot conserv 2018 2020 giv pow;RT @nestormotojr: Every #TrumpProtest is another vote for conservatives in 2018 and Trump in 2020. You are giving us more and more power! 😈…;positive
796547582747148288;begin;And so it begins! 😓 https://t.co/2Kh9ZiPPny;negative
796547590426857472;sign petit recount new elect chant fix;@SunflowerSoul71 @scarletsusieq https://t.co/2spWWy32EL sign petition to do a recount and a new election 😃  this is our chance to fix this!;positive
796547593555820544;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive
796547596940693504;mean shit hap next yr jus gon deal presid;But I mean, shit happens and for the next 4 yrs we jus gon have to deal with trump as president 😕;negative
796547599356592128;lov wom said leav alon let new presid job;Here ya go Hillary lovers. The woman said it herself, now leave us alone and let OUR new president do his job. 😊 https://t.co/GwKzv7FdIY;positive
796547601164279808;ther no_ going back yal stop complain;RT @taylershaffer17: trump won and there's no going back. so y'all can stop complaining now.. 😊;positive
796547601675874304;chang word tota tru ind vert;RT @kapsology: Just changed 2 words and it's totally true for our Indian version of Trump 😂 https://t.co/ws09lXdg4m;positive
796547618981736448;every trumpprotest anoth vot conserv 2018 2020 giv pow;RT @nestormotojr: Every #TrumpProtest is another vote for conservatives in 2018 and Trump in 2020. You are giving us more and more power! 😈…;positive
796547619782852609;doesnt hat alrighty know propagand;@kimtweets_ny @SophiaBush "Trump doesn't hate." 😳 Alrighty then. And I know what propaganda is.;negative
796547625793257472;forget man no_ chil;RT @WORIDSTARHIPH0P: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/MRuEYyVESI;positive
796547633032601600;obam try would snatch fast plzdontgoobama;Malia Obama try this and Michelle would have snatched her so fast 😂 #PlzDontGoObama https://t.co/I8bCxlZxTf;positive
796547648664850432;would react triumph lol;RT @CevansOfficial: This would be the reaction of Marvel and DC to the triumph of Donald Trump! 😝 #lol https://t.co/zDYzSfXvl9;positive
796547649008783360;am back hand whit lik want along;American back in the hands of the whites like they wanted all along 😢 https://t.co/mecko6OYw7;negative
796547657065963520;forget man no_ chil;RT @WorIdStarComedy: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/JThxDVwYI4;positive
